step	elapsed_s	loss	grad_norm	mem_gib	token_acc	lr	tokens_this_step	tokens_per_gpu_per_sec	train_speed_s_per_it
231	432.0	0.34838867	10.5625	70.79	0.90024938	9.79e-06	2981	796.3	1.871682
232	435.0	1.05078125	9.3125	70.79	0.7098692	9.83e-06	2055	547.8	1.875832
233	437.0	1.17089844	7.6875	70.79	0.67757287	9.87e-06	708	188.9	1.874111
234	438.0	0.92749023	8.75	70.79	0.73904179	9.92e-06	382	102.1	1.870726
235	439.0	0.93041992	6.0625	70.79	0.72001654	9.96e-06	7574	2025.0	1.870138
236	441.0	1.66381836	5.53125	70.79	0.59397473	1e-05	4496	1202.6	1.869275
237	445.0	0.90808105	6.8125	70.79	0.74320873	1e-05	850	226.4	1.87761
238	446.0	0.91357422	7.71875	70.79	0.73706897	1e-05	1237	329.9	1.874731
239	447.0	1.26635742	7.15625	70.79	0.65761354	1e-05	2526	675.1	1.87092
240	448.0	0.5335083	5.5625	70.79	0.85733696	1e-05	1248	334.3	1.866814
241	449.0	1.47949219	6.59375	70.79	0.66345639	1e-05	853	228.9	1.863236
242	452.0	1.60644531	76.0	70.79	0.62093779	1e-05	867	232.1	1.867745
243	453.0	1.59814453	7.03125	70.79	0.60458167	1e-05	3301	885.2	1.864613
244	454.0	0.91088867	7.59375	70.79	0.71037868	1e-05	90	24.2	1.860672
245	458.0	1.16003418	4.875	70.79	0.67567568	1e-05	2480	663.0	1.87026
246	460.0	1.57714844	9.875	70.79	0.61320755	1e-05	122	32.6	1.871949
247	462.0	2.17199707	7.0	70.79	0.52521823	1e-05	2009	537.2	1.869954
248	463.0	1.07324219	6.90625	70.79	0.70891608	1e-05	333	89.2	1.866327
249	464.0	1.00390625	7.625	70.79	0.72297297	1e-05	131	35.2	1.862285
250	465.0	0.94775391	5.5	70.79	0.71263036	1e-05	928	249.7	1.858575
251	466.0	1.18164062	7.40625	70.79	0.69139856	1e-05	3584	965.8	1.855458
252	468.0	1.94067383	80.5	70.79	0.55775578	1e-05	928	250.0	1.855936
253	469.0	0.69824219	5.90625	70.79	0.80701754	1e-05	681	183.8	1.852401
254	470.0	1.04003906	5.8125	70.79	0.70014486	1e-05	1322	357.5	1.849093
255	471.0	1.0625	8.875	70.79	0.69012708	1e-05	2054	556.5	1.84551
256	472.0	0.52929688	4.28125	70.79	0.83945498	1e-05	980	265.8	1.843214
257	473.0	1.28442383	8.625	70.79	0.65652742	1e-05	6825	1852.4	1.842234
258	475.0	0.96435547	11.4375	70.79	0.71617418	1e-05	3937	1070.1	1.839563
259	478.0	1.33691406	4.71875	70.79	0.63650964	1e-05	10118	2740.0	1.84633
260	480.0	1.03320312	10.9375	70.79	0.72169312	1e-05	1737	470.4	1.846459
261	485.0	1.28045654	3.84375	70.79	0.64785587	1e-05	13603	3662.8	1.856894
262	486.0	1.05761719	11.0625	70.79	0.69846678	1e-05	3370	908.1	1.85561
263	487.0	1.46130371	8.375	70.79	0.61288515	1e-05	149	40.2	1.852658
264	489.0	1.83081055	60.75	70.79	0.57223353	1e-05	1214	327.8	1.851837
265	491.0	1.05078125	93.0	70.79	0.69636618	1e-05	2196	592.4	1.853372
